term,label
http://purl.obolibrary.org/obo/MBA_844,"Primary motor area, Layer 6a"
http://purl.obolibrary.org/obo/DMBA_17501,lateral part of r9B
http://purl.obolibrary.org/obo/DMBA_15628,rostral paraventricular nucleus
http://purl.obolibrary.org/obo/DMBA_16653,ventricular zone of m1R
http://purl.obolibrary.org/obo/MBA_797,Zona incerta
http://purl.obolibrary.org/obo/DHBA_11581,SG in frontal neocortex
http://purl.obolibrary.org/obo/DHBA_266441653,temporopulvinar bundle
http://purl.obolibrary.org/obo/HBA_9697,vestibular nuclei
http://purl.obolibrary.org/obo/HBA_265505570,"corticobulbar tract, hindbrain portion, right"
http://purl.obolibrary.org/obo/DMBA_16805,m2 floor plate
http://purl.obolibrary.org/obo/HBA_4908,"temporal pole, right, medial aspect"
http://purl.obolibrary.org/obo/HBA_9229,posterior commissure
http://purl.obolibrary.org/obo/DMBA_112892385,mantle zone of r7F
http://purl.obolibrary.org/obo/HBA_4636,"periventricular nucleus of the hypothalamus, tuberal part, left"
http://purl.obolibrary.org/obo/PBA_10038,white matter of V1
http://purl.obolibrary.org/obo/DMBA_17427,"r8 part of spinal trigeminal nucleus, interpolar part"
http://purl.obolibrary.org/obo/DHBA_11958,SZ in inferolateral temporal cortex
http://purl.obolibrary.org/obo/DHBA_13075,dentatohippocampal transient cell zone
http://purl.obolibrary.org/obo/DMBA_15745,periventricular stratum of CSCom
http://purl.obolibrary.org/obo/DHBA_12675,rhombomere 7
http://purl.obolibrary.org/obo/DMBA_15698,ventral premammillary nucleus (migrated)
http://purl.obolibrary.org/obo/PBA_10079,polyform layer of dentate gyrus (cortex)
http://purl.obolibrary.org/obo/DHBA_11419,lamina dissecans of lateral intermediate entorhinal cortex
http://purl.obolibrary.org/obo/HBA_265504424,indusium griseum
http://purl.obolibrary.org/obo/DHBA_12152,"occipitotemporal (fusiform) gyrus, occipital part"
http://purl.obolibrary.org/obo/HBA_9579,"interpositus nucleus, left"
http://purl.obolibrary.org/obo/DHBA_12417,efferent nuclei of cranial nerves in pons
http://purl.obolibrary.org/obo/DHBA_12090,thalamopallidal tract
http://purl.obolibrary.org/obo/DMBA_17777,decussation of medial lemniscus
http://purl.obolibrary.org/obo/DHBA_10246,intermediate division of 22p (area 22pi)
http://purl.obolibrary.org/obo/HBA_4567,"intermediate hypothalamic nuclei, right"
http://purl.obolibrary.org/obo/MBA_700,"Anterior hypothalamic nucleus, anterior part"
http://purl.obolibrary.org/obo/MBA_1048,Gigantocellular reticular nucleus
http://purl.obolibrary.org/obo/HBA_9511,"facial motor nucleus, right, perifacial zone"
http://purl.obolibrary.org/obo/DHBA_10199,rostral division of OFCi (area 11)
http://purl.obolibrary.org/obo/DHBA_11769,SP in dorsomedial parietal cortex (area 7m)
http://purl.obolibrary.org/obo/DMBA_16153,pyramidal layer of IG
http://purl.obolibrary.org/obo/HBA_12899,body of the caudate nucleus
http://purl.obolibrary.org/obo/DHBA_11536,ventromedial part of caudate head
http://purl.obolibrary.org/obo/MBA_885,terminal nerve
http://purl.obolibrary.org/obo/DHBA_266441157,layer VI of area 44v
http://purl.obolibrary.org/obo/DHBA_266441741,blood vessels of spinal cord
http://purl.obolibrary.org/obo/DMBA_17542,ventricular zone of r10Ve
http://purl.obolibrary.org/obo/DMBA_15669,mantle zone of THyB-D
http://purl.obolibrary.org/obo/DHBA_10411,medial nucleus of pulvinar
http://purl.obolibrary.org/obo/MBA_252,"Dorsal auditory area, layer 5"
http://purl.obolibrary.org/obo/MBA_1089,Hippocampal formation
http://purl.obolibrary.org/obo/DHBA_10364,medial subdivision of central nucleus
http://purl.obolibrary.org/obo/HBA_265504680,"medial nucleus, right, anterior division"
http://purl.obolibrary.org/obo/DMBA_111220606,mantle zone of CoP
http://purl.obolibrary.org/obo/DHBA_12722,migratory streams in hindbrain
http://purl.obolibrary.org/obo/DMBA_16775,lateral part of preisthmic periaqueductal gray
http://purl.obolibrary.org/obo/MBA_846,Dentate nucleus
http://purl.obolibrary.org/obo/DMBA_17583,mantle zone of r10BM
http://purl.obolibrary.org/obo/HBA_9598,"gigantocellular group, left"
http://purl.obolibrary.org/obo/DHBA_12108,"lateral fissure, middle (ascending) ramus"
http://purl.obolibrary.org/obo/DMBA_15833,magnocellular diagonal band nucleus
http://purl.obolibrary.org/obo/HBA_4305,"medial septal nucleus, right"
http://purl.obolibrary.org/obo/DHBA_12512,epicoeruleus nucleus
http://purl.obolibrary.org/obo/MBA_307,Magnocellular reticular nucleus
http://purl.obolibrary.org/obo/DMBA_15786,ventricular zone of SeDg
http://purl.obolibrary.org/obo/DHBA_12240,cuneiform nucleus
http://purl.obolibrary.org/obo/DMBA_17396,r7 part of the basointermediate reticular formation
http://purl.obolibrary.org/obo/DHBA_11276,stratum lacunosum-moleculare of rostral CA1
http://purl.obolibrary.org/obo/PBA_128011808,inner cortical plate (infragranular layer) of S1
http://purl.obolibrary.org/obo/MBA_392,"Nucleus of the lateral olfactory tract, layers 1-3"
http://purl.obolibrary.org/obo/HBA_12946,dentate nucleus
http://purl.obolibrary.org/obo/DMBA_15951,nucleus of the lateral olfactory tract
http://purl.obolibrary.org/obo/DMBA_126651734,"ventricles, roof plate of m1"
http://purl.obolibrary.org/obo/DHBA_12458,nucleus of trapezoid body
http://purl.obolibrary.org/obo/DHBA_10334,caudate nucleus
http://purl.obolibrary.org/obo/DHBA_15529,deep (subplate) layer of SuS
http://purl.obolibrary.org/obo/HBA_4655,"ventromedial hypothalamic nucleus, right, central part"
http://purl.obolibrary.org/obo/MBA_657,"Primary somatosensory area, mouth, layer 2/3"
http://purl.obolibrary.org/obo/DHBA_10287,dorsal division of PCC (area 31)
http://purl.obolibrary.org/obo/HBA_9199,"trapezoid body, right"
http://purl.obolibrary.org/obo/HBA_9550,"endolemniscal nucleus, right"
http://purl.obolibrary.org/obo/HBA_9058,"magnocellular part of the red nucleus, right"
http://purl.obolibrary.org/obo/DMBA_15992,periventricular stratum of LAP
http://purl.obolibrary.org/obo/MBA_549009199,Lateral strip of striatum
http://purl.obolibrary.org/obo/DHBA_12499,nucleus coeruleus
http://purl.obolibrary.org/obo/HBA_4696,cerebellum
http://purl.obolibrary.org/obo/DHBA_11819,IZ in midlateral extrastriate cortex (area 19)
http://purl.obolibrary.org/obo/DMBA_16208,periventricular stratum of TelH
http://purl.obolibrary.org/obo/DHBA_10452,habenular nuclei
http://purl.obolibrary.org/obo/MBA_934,"Entorhinal area, medial part, ventral zone"
http://purl.obolibrary.org/obo/MBA_130,"Superior central nucleus raphe, medial part"
http://purl.obolibrary.org/obo/HBA_9607,"lateral paragigantocellular nucleus, right"
http://purl.obolibrary.org/obo/DHBA_13292,inner VZ in posteror frontal cortex (motor cortex)
http://purl.obolibrary.org/obo/DMBA_16249,ventricular zone of PHyB-D
http://purl.obolibrary.org/obo/DHBA_10493,lateral tuberal nuclei
http://purl.obolibrary.org/obo/DHBA_10834,layer II of area 8m
http://purl.obolibrary.org/obo/DMBA_17638,medial part of r11B
http://purl.obolibrary.org/obo/DMBA_15874,"central amygdalar nucleus, lateral part"
http://purl.obolibrary.org/obo/HBA_9361,olfactory sulcus
http://purl.obolibrary.org/obo/DHBA_146034662,caudal subdivision of area 40/39
http://purl.obolibrary.org/obo/DHBA_12553,"dorsal motor nucleus of vagus, dorsointermediate part"
http://purl.obolibrary.org/obo/MBA_348,"Midbrain, behavioral state related"
http://purl.obolibrary.org/obo/DMBA_111220688,periventricular stratum of r3Ve
http://purl.obolibrary.org/obo/DMBA_126651906,"ventricles, r5 alar plate"
http://purl.obolibrary.org/obo/MBA_589508447,Hippocampo-amygdalar transition area
http://purl.obolibrary.org/obo/DMBA_17016,dorsolateral interpeduncular nucleus
http://purl.obolibrary.org/obo/PBA_128011354,cerebral cortex
http://purl.obolibrary.org/obo/MBA_480,"Medial amygdalar nucleus, posterodorsal part, sublayer b"
http://purl.obolibrary.org/obo/MBA_312782574,Laterointermediate area
http://purl.obolibrary.org/obo/MBA_182305705,"Primary somatosensory area, unassigned, layer 5"
http://purl.obolibrary.org/obo/DMBA_16638,p1 part of the substantia nigra compacta
http://purl.obolibrary.org/obo/DMBA_17679,mantle zone of the SpAV
http://purl.obolibrary.org/obo/DMBA_17803,trapezoid body (tract and decussation)
http://purl.obolibrary.org/obo/DMBA_16599,reticular formation of CoPL
http://purl.obolibrary.org/obo/MBA_10716,"Lobule IV, molecular layer"
http://purl.obolibrary.org/obo/DHBA_13077,callosal sling
http://purl.obolibrary.org/obo/DHBA_11882,outer plexiform (fiber) zone in dorsomedial frontal cortex
http://purl.obolibrary.org/obo/MBA_698,Olfactory areas
http://purl.obolibrary.org/obo/DHBA_12859,pontomedullary sulcus
http://purl.obolibrary.org/obo/DMBA_126652054,"ventricles, SpC basal plate (anterior horn)"
http://purl.obolibrary.org/obo/HBA_265505018,"ansa peduncularis, right"
http://purl.obolibrary.org/obo/DHBA_15498,SG in dorsolateral temporal cortex
http://purl.obolibrary.org/obo/DHBA_11907,inner SZ in frontal polar cortex
http://purl.obolibrary.org/obo/DHBA_11139,layer V of area 37
http://purl.obolibrary.org/obo/DHBA_10540,SZ in temporal neocortex
http://purl.obolibrary.org/obo/DHBA_12624,rostroventrolateral reticular nucleus of hindbrain
http://purl.obolibrary.org/obo/DHBA_11608,MZ in orbital frontal cortex
http://purl.obolibrary.org/obo/DMBA_16609,magnocellular interstitial nucleus of the posterior commissure
http://purl.obolibrary.org/obo/DMBA_17179,r4 liminal central gray
http://purl.obolibrary.org/obo/DMBA_126651570,"ventricles, rostral secondary prosencephalon"
http://purl.obolibrary.org/obo/HBA_4774,"VIIB, right, lateral hemisphere"
http://purl.obolibrary.org/obo/DMBA_17250,r5 basal plate
http://purl.obolibrary.org/obo/DHBA_11304,stratum lucidum  of caudal CA3
http://purl.obolibrary.org/obo/DMBA_16337,shell of p3ZL
http://purl.obolibrary.org/obo/DHBA_10581,internal capsule
http://purl.obolibrary.org/obo/DMBA_16913,mantle zone of isF
http://purl.obolibrary.org/obo/DMBA_111220760,intermediate stratum of r5Tr
http://purl.obolibrary.org/obo/DMBA_17726,ventricular zone of SpBM
http://purl.obolibrary.org/obo/DHBA_12053,posterior thalamic radiation
http://purl.obolibrary.org/obo/DHBA_11489,layer V of area Iag
http://purl.obolibrary.org/obo/MBA_436,columns of the fornix
http://purl.obolibrary.org/obo/DMBA_17104,r3 part of lateral vestibular nucleus
http://purl.obolibrary.org/obo/DHBA_266441645,"superior longitudinal fasciculus, intermediate portion"
http://purl.obolibrary.org/obo/DHBA_12974,SG in periallocortex
http://purl.obolibrary.org/obo/DMBA_16959,liminal part of alar r1
http://purl.obolibrary.org/obo/DMBA_124372440,r1 part of lateral pontine nuclei
http://purl.obolibrary.org/obo/DMBA_16726,basal plate of m1
http://purl.obolibrary.org/obo/DHBA_13366,inner granular cell zone of lateral hemisphere
http://purl.obolibrary.org/obo/DMBA_16679,ventricular zone of SC
http://purl.obolibrary.org/obo/HBA_4557,"medial preoptic area, right"
http://purl.obolibrary.org/obo/MBA_770,"propriohypothalamic pathways, lateral"
http://purl.obolibrary.org/obo/DHBA_13133,IZ in parainsular temporal cortex
http://purl.obolibrary.org/obo/HBA_4150,"inferior temporal gyrus, left, lateral bank of gyrus"
http://purl.obolibrary.org/obo/DHBA_10182,dorsal subdivision of A9/46
http://purl.obolibrary.org/obo/DHBA_146034758,entopeduncular nucleus
http://purl.obolibrary.org/obo/MBA_1030,"Primary somatosensory area, lower limb, layer 1"
http://purl.obolibrary.org/obo/HBA_4258,"dentate gyrus, left"
http://purl.obolibrary.org/obo/HBA_265505106,"external medullary lamina of thalamus, right"
http://purl.obolibrary.org/obo/HBA_9202,"ventral nucleus of lateral lemniscus, right"
http://purl.obolibrary.org/obo/DMBA_16844,parabrachial complex
http://purl.obolibrary.org/obo/MBA_607344834,"Interpeduncular nucleus, rostral"
http://purl.obolibrary.org/obo/DHBA_11227,layer V of area 25
http://purl.obolibrary.org/obo/DHBA_10354,nucleus of diagonal band
http://purl.obolibrary.org/obo/DMBA_17233,r5 part of magnocellular medial vestibular nucleus
http://purl.obolibrary.org/obo/DHBA_12712,cluster E of Purkinje cells
http://purl.obolibrary.org/obo/DHBA_12665,rhombencephalic isthmus
http://purl.obolibrary.org/obo/DMBA_111220948,mantle zone of SpB
http://purl.obolibrary.org/obo/DHBA_10647,tuber cinereum
http://purl.obolibrary.org/obo/HBA_9552,"epifascicular nucleus, left"
http://purl.obolibrary.org/obo/DHBA_11345,layer III of rostral presubiculum
http://purl.obolibrary.org/obo/DMBA_16378,choroidal tissue of p2
http://purl.obolibrary.org/obo/DMBA_15929,ventricular zone of VPrP
http://purl.obolibrary.org/obo/DHBA_12407,dorsal nucleus
http://purl.obolibrary.org/obo/DHBA_12830,postcentral (preculminate) fissure
http://purl.obolibrary.org/obo/MBA_293,spinovestibular pathway
http://purl.obolibrary.org/obo/DHBA_11994,VZ in primary visual cortex
http://purl.obolibrary.org/obo/DMBA_16814,cerebellar vermis
http://purl.obolibrary.org/obo/DMBA_15941,ventricular zone of the VAP
http://purl.obolibrary.org/obo/DHBA_11742,CP in entorhinal cortex
http://purl.obolibrary.org/obo/DHBA_12448,vestibular nuclei in pons
http://purl.obolibrary.org/obo/DMBA_16767,intermediate stratum of m2ADL
http://purl.obolibrary.org/obo/HBA_4645,"arcuate nucleus of the hypothalamus, left, dorsal part"
http://purl.obolibrary.org/obo/DHBA_12041,hypothalamo-hypophyseal tract
http://purl.obolibrary.org/obo/DMBA_112892307,superficial stratum of m2F
http://purl.obolibrary.org/obo/DMBA_15894,ventricular zone of AHy
http://purl.obolibrary.org/obo/DHBA_13221,medial orbital sulcus
http://purl.obolibrary.org/obo/DHBA_11695,outer CP in superolateral temporal cortex
http://purl.obolibrary.org/obo/DHBA_10401,multiform (lateral) division of MD
http://purl.obolibrary.org/obo/DMBA_15642,intermediate stratum of the retina
http://purl.obolibrary.org/obo/HBA_4598,"anterior hypothalamic area, left"
http://purl.obolibrary.org/obo/DHBA_12149,occipital pole
http://purl.obolibrary.org/obo/HBA_4346,"basolateral nucleus, right"
http://purl.obolibrary.org/obo/HBA_9041,"caudal central oculomotor nucleus, right"
http://purl.obolibrary.org/obo/DMBA_16509,prosomere 1
http://purl.obolibrary.org/obo/HBA_4299,"globus pallidus, internal segment, right"
http://purl.obolibrary.org/obo/DMBA_16932,posterior part of Int
http://purl.obolibrary.org/obo/MBA_836,Ectorhinal area/Layer 1
http://purl.obolibrary.org/obo/HBA_13004,"lateral hypothalamic area, mammillary region"
http://purl.obolibrary.org/obo/DHBA_10442,intralaminar nuclear complex
http://purl.obolibrary.org/obo/DMBA_17321,mantle zone of r6BL
http://purl.obolibrary.org/obo/DHBA_11268,subgranular zone of rostral dentate gyrus
http://purl.obolibrary.org/obo/DHBA_10395,anteroventral nucleus of thalamus
http://purl.obolibrary.org/obo/HBA_9508,"facial motor nucleus, right, intermediate part"
http://purl.obolibrary.org/obo/HBA_265505562,"corticobulbar tract, hindbrain portion"
http://purl.obolibrary.org/obo/HBA_4111,angular gyrus
http://purl.obolibrary.org/obo/HBA_4728,"IX, left, paravermis"
http://purl.obolibrary.org/obo/DHBA_146034780,"parietooccipital fissure, lateral extension"
http://purl.obolibrary.org/obo/DMBA_17074,intermediate stratum of r2BI
http://purl.obolibrary.org/obo/DMBA_16450,superficial stratum of ITTh
http://purl.obolibrary.org/obo/MBA_76,Interstitial nucleus of the vestibular nerve
http://purl.obolibrary.org/obo/MBA_649,"Anterolateral visual area, layer 6b"
http://purl.obolibrary.org/obo/DMBA_17539,r10 roof plate
http://purl.obolibrary.org/obo/DMBA_16072,cingulate cortex
http://purl.obolibrary.org/obo/DHBA_11433,layer VI of caudal entorhinal cortex
http://purl.obolibrary.org/obo/MBA_10681,"Paramedian lobule, granular layer"
http://purl.obolibrary.org/obo/HBA_4037,"inferior frontal gyrus, right"
http://purl.obolibrary.org/obo/DHBA_267499079,layer III of area LO
http://purl.obolibrary.org/obo/PBA_10091,ventral striatum
http://purl.obolibrary.org/obo/DMBA_16016,parietal cortex
http://purl.obolibrary.org/obo/DHBA_12509,"dorsal tegmental nucleus, central part"
http://purl.obolibrary.org/obo/DMBA_17252,ventricular zone of r5BL
http://purl.obolibrary.org/obo/DMBA_15982,periventricular stratum of LPrP
http://purl.obolibrary.org/obo/MBA_115,Trochlear nucleus
http://purl.obolibrary.org/obo/DHBA_11783,SP in insular neocortex
http://purl.obolibrary.org/obo/HBA_9648,"nucleus raphe obscurus, right"
http://purl.obolibrary.org/obo/DHBA_10518,CP in parietal neocortex
http://purl.obolibrary.org/obo/DHBA_12489,"medial parabrachial nucleus, medial part"
http://purl.obolibrary.org/obo/DMBA_15730,medial part of MM
http://purl.obolibrary.org/obo/HBA_4686,"medial mammillary nucleus, right"
http://purl.obolibrary.org/obo/DHBA_15500,MZ in dorsolateral temporal cortex
http://purl.obolibrary.org/obo/DHBA_12237,posterodorsal raphe nucleus
http://purl.obolibrary.org/obo/DMBA_16261,mantle zone of PHyB-I
http://purl.obolibrary.org/obo/MBA_47,"Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part"
http://purl.obolibrary.org/obo/DHBA_12813,floor of fourth ventricle (rhomboid fossa)
http://purl.obolibrary.org/obo/DMBA_15683,tuberal nucleus
http://purl.obolibrary.org/obo/HBA_9170,"caudal pontine reticular nucleus, right"
http://purl.obolibrary.org/obo/HBA_4387,"nucleus of the lateral olfactory tract, right"
http://purl.obolibrary.org/obo/DHBA_11573,layer 3 of DLG
http://purl.obolibrary.org/obo/MBA_389,ventral spinothalamic tract
http://purl.obolibrary.org/obo/MBA_924,cerebal peduncle
http://purl.obolibrary.org/obo/MBA_156,"Dorsal auditory area, layer 6a"
http://purl.obolibrary.org/obo/DMBA_15708,intermediate stratum of THyB-V
http://purl.obolibrary.org/obo/DHBA_10907,layer I of area 10o
http://purl.obolibrary.org/obo/DHBA_10483,tuberal region of HTH
http://purl.obolibrary.org/obo/DHBA_12002,VZ in primary auditory cortex
http://purl.obolibrary.org/obo/HBA_265505650,spinal trigeminal tract
http://purl.obolibrary.org/obo/HBA_265504472,"amygdalohippocampal area, right, marginal layer"
http://purl.obolibrary.org/obo/DMBA_17611,r11 part of dorsal parvicellular reticular formation
http://purl.obolibrary.org/obo/HBA_4152,"inferior temporal gyrus, right"
http://purl.obolibrary.org/obo/DHBA_10184,rostroventral portion of DFC (area 46)
http://purl.obolibrary.org/obo/MBA_321,Subgeniculate nucleus
http://purl.obolibrary.org/obo/HBA_9002,midbrain tegmentum
http://purl.obolibrary.org/obo/HBA_265505358,"subthalamic fasciculus, right"
http://purl.obolibrary.org/obo/DMBA_16160,"dorsal peduncular cortex, intermediate part"
http://purl.obolibrary.org/obo/MBA_1032,grooves of the cerebral cortex
http://purl.obolibrary.org/obo/DMBA_15589,mantle zone of PO1
http://purl.obolibrary.org/obo/DHBA_11521,ventral medial subdivision of basolateral nucleus
http://purl.obolibrary.org/obo/DMBA_15825,posterointermediate part of BSTMC
http://purl.obolibrary.org/obo/DHBA_11948,SZ in primary auditory cortex
http://purl.obolibrary.org/obo/HBA_4701,III
http://purl.obolibrary.org/obo/DMBA_16104,mantle zone of ERCx
http://purl.obolibrary.org/obo/DMBA_17590,r10 part of gigantocellular reticular area
http://purl.obolibrary.org/obo/HBA_4458,"mediodorsal nucleus of the thalamus, right, magnocellular division"
http://purl.obolibrary.org/obo/DMBA_16057,sublayer 6b of TCx
http://purl.obolibrary.org/obo/DMBA_126651638,"ventricles, prosomere 3"
http://purl.obolibrary.org/obo/MBA_203,Linear nucleus of the medulla
http://purl.obolibrary.org/obo/DMBA_17291,r6 roof plate
http://purl.obolibrary.org/obo/DMBA_16521,dorsal part of PcP
http://purl.obolibrary.org/obo/HBA_9689,"caudal spinal trigeminal nucleus, right, magnocellular part"
http://purl.obolibrary.org/obo/DHBA_15541,anterior portion of corona radiata
http://purl.obolibrary.org/obo/DHBA_12278,interstitial nucleus of Cajal
http://purl.obolibrary.org/obo/DMBA_16222,medial magnocellular part of PPa
http://purl.obolibrary.org/obo/MBA_477,Striatum
http://purl.obolibrary.org/obo/DHBA_10255,caudal subdivision of area 20
http://purl.obolibrary.org/obo/MBA_244,"Main olfactory bulb, outer plexiform layer"
http://purl.obolibrary.org/obo/MBA_197,Rostral linear nucleus raphe
http://purl.obolibrary.org/obo/DHBA_11879,IZ in retrosplenial cortex
http://purl.obolibrary.org/obo/DHBA_10948,layer VI of area 40rv
http://purl.obolibrary.org/obo/DHBA_11022,layer II of area 41
http://purl.obolibrary.org/obo/DHBA_12043,anterior thalamic radiation
http://purl.obolibrary.org/obo/DMBA_16263,periventricular domain associated to P-DMH
http://purl.obolibrary.org/obo/HBA_265505446,"corticobulbar tract, midbrain portion"
http://purl.obolibrary.org/obo/DMBA_17652,SpC roof plate
http://purl.obolibrary.org/obo/HBA_4191,lingual gyrus
http://purl.obolibrary.org/obo/MBA_362,Mediodorsal nucleus of thalamus
http://purl.obolibrary.org/obo/DHBA_10989,layer V of area 5l
http://purl.obolibrary.org/obo/DHBA_11804,IZ in ventrolateral prefrontal cortex
http://purl.obolibrary.org/obo/DHBA_11644,MZ in caudal entorhinal cortex
http://purl.obolibrary.org/obo/DMBA_16885,superficial stratum of isBL
http://purl.obolibrary.org/obo/DMBA_17693,lateral part of SpB
http://purl.obolibrary.org/obo/DMBA_15842,intermediate stratum of Pal
http://purl.obolibrary.org/obo/DHBA_12521,"laterodorsal tegmental nucleus, ventral part"
http://purl.obolibrary.org/obo/MBA_10730,"Pyramus (VIII), Purkinje layer"
http://purl.obolibrary.org/obo/MBA_984,Lobule III
http://purl.obolibrary.org/obo/DMBA_15795,superficial stratum of SeDg
http://purl.obolibrary.org/obo/DMBA_16145,"Field CA3, stratum radiatum"
http://purl.obolibrary.org/obo/HBA_4248,"parahippocampal gyrus, right, bank of the cos"
http://purl.obolibrary.org/obo/DMBA_126651726,"ventricles, mesomere 1"
http://purl.obolibrary.org/obo/DHBA_10302,subiculum
http://purl.obolibrary.org/obo/DMBA_112892377,periventricular stratum of r6F
http://purl.obolibrary.org/obo/DHBA_11685,CP in posteroinferior (ventral) parietal cortex
http://purl.obolibrary.org/obo/DMBA_16074,mantle zone of CCx
http://purl.obolibrary.org/obo/HBA_12955,"fasciculus retroflexus, Right"
http://purl.obolibrary.org/obo/DHBA_11386,layer IIIa of rostral entorhinal cortex
http://purl.obolibrary.org/obo/DHBA_11921,inner SZ in ventromedial extrastriate cortex
http://purl.obolibrary.org/obo/DMBA_16310,prethalamus
http://purl.obolibrary.org/obo/HBA_4289,"putamen, right"
http://purl.obolibrary.org/obo/DHBA_12871,rostral (anterior) medullary velum
http://purl.obolibrary.org/obo/HBA_10152,"lateral tuberal nucleus, right"
http://purl.obolibrary.org/obo/DHBA_10296,hippocampal proper
http://purl.obolibrary.org/obo/MBA_285,spinotelenchephalic pathway
http://purl.obolibrary.org/obo/DMBA_16623,pretectal tegmentum
http://purl.obolibrary.org/obo/MBA_767,"Secondary motor area, layer 5"
http://purl.obolibrary.org/obo/DHBA_266441407,uncal subiculum
http://purl.obolibrary.org/obo/DMBA_16351,accessory entopeduncular nucleus (post-migratory)
http://purl.obolibrary.org/obo/HBA_265505302,"sagittal stratum, right"
http://purl.obolibrary.org/obo/DHBA_11061,layer V of area 22c
http://purl.obolibrary.org/obo/DMBA_17740,"mesencephalic trigeminal tract (across m1, m2 and prepontine hindbrain)"
http://purl.obolibrary.org/obo/MBA_480149222,"Rostrolateral lateral visual area, layer 6a"
http://purl.obolibrary.org/obo/MBA_450,"Primary somatosensory area, upper limb, layer 1"
http://purl.obolibrary.org/obo/DHBA_146035096,lateral fasciculus of spinal cord
http://purl.obolibrary.org/obo/HBA_9082,"nucleus of the optic tract, right"
http://purl.obolibrary.org/obo/HBA_265504652,"medial nucleus, left, marginal layer"
http://purl.obolibrary.org/obo/DMBA_111220804,mantle zone of r6B
http://purl.obolibrary.org/obo/DHBA_11124,layer II of area TF
http://purl.obolibrary.org/obo/DHBA_11732,CP in granualr insular cortex
http://purl.obolibrary.org/obo/DMBA_16973,nucleus of Barrington
http://purl.obolibrary.org/obo/DMBA_17781,mammillotegmental tract
http://purl.obolibrary.org/obo/DHBA_266441149,layer IV of area 44v
http://purl.obolibrary.org/obo/HBA_265505066,"corticobulbar tract, supracapsular part, left"
http://purl.obolibrary.org/obo/DMBA_15632,superficial stratum of TPaA
http://purl.obolibrary.org/obo/DHBA_12139,temporal lobe
http://purl.obolibrary.org/obo/HBA_9549,"endolemniscal nucleus, left"
http://purl.obolibrary.org/obo/HBA_4336,"amygdalohippocampal area, right"
http://purl.obolibrary.org/obo/DHBA_12562,"solitary nucleus, intermediate part"
http://purl.obolibrary.org/obo/MBA_505,"Bed nuclei of the stria terminalis, anterior division, dorsomedial nucleus"
http://purl.obolibrary.org/obo/MBA_10708,"Lobule II, granular layer"
http://purl.obolibrary.org/obo/DHBA_11773,SP in midinferior temporal cortex
http://purl.obolibrary.org/obo/DMBA_16162,pyramidal layer of taenia tecta
http://purl.obolibrary.org/obo/HBA_9471,"rostral linear nucleus, left"
http://purl.obolibrary.org/obo/DHBA_146034772,"collateral sulcus, rostral segment"
http://purl.obolibrary.org/obo/DMBA_111220798,intermediate stratum of r6Lim
http://purl.obolibrary.org/obo/DHBA_12060,auditory radiation
http://purl.obolibrary.org/obo/DMBA_15673,intermediate stratum of THyB-D
http://purl.obolibrary.org/obo/DHBA_12304,nucleus of branchium of superior colliculus
http://purl.obolibrary.org/obo/DMBA_17347,r6 part of ventral gigangocellular reticular area
http://purl.obolibrary.org/obo/MBA_590,"Retrosplenial area, ventral part, layer 6a"
http://purl.obolibrary.org/obo/DHBA_10656,cerebellum
http://purl.obolibrary.org/obo/HBA_4501,"anterodorsal nucleus of medial geniculate complex, right"
http://purl.obolibrary.org/obo/DHBA_266441499,darkly-stained nanocellular islands of SI
http://purl.obolibrary.org/obo/DMBA_111220610,mantle zone of p1AVL
http://purl.obolibrary.org/obo/DHBA_11891,outer SZ in posteror frontal cortex (motor cortex)
http://purl.obolibrary.org/obo/MBA_855,retriculospinal tract
http://purl.obolibrary.org/obo/DHBA_13218,caudal portion of calcarine fissure
http://purl.obolibrary.org/obo/DMBA_17592,superficial stratum of r10BM
http://purl.obolibrary.org/obo/DHBA_12345,"interstitiospinal tract, midbrain portion"
http://purl.obolibrary.org/obo/DMBA_16664,intermediate stratum of m1AD
http://purl.obolibrary.org/obo/HBA_4542,"preoptic region, left"
http://purl.obolibrary.org/obo/DHBA_13140,IZ in medial (posterior) entorhinal cortex
http://purl.obolibrary.org/obo/HBA_12938,crus I
http://purl.obolibrary.org/obo/HBA_4495,"dorsal lateral geniculate nucleus, right"
http://purl.obolibrary.org/obo/DHBA_12421,"facial nucleus, dorsal subnucleus"
http://purl.obolibrary.org/obo/MBA_620,"Orbital area, medial part, layer 5"
http://purl.obolibrary.org/obo/DMBA_16406,"reuniens nucleus, main part"
http://purl.obolibrary.org/obo/DHBA_10773,layer VI of area 13l
http://purl.obolibrary.org/obo/HBA_9395,sulcus semi-anularis
http://purl.obolibrary.org/obo/DHBA_10439,magnocellular (medial) nucleus
http://purl.obolibrary.org/obo/DMBA_17318,r6 basal plate
http://purl.obolibrary.org/obo/HBA_9162,"caudal pontine reticular nucleus, left"
http://purl.obolibrary.org/obo/MBA_1050,"Taenia tecta, dorsal part, layer 3"
http://purl.obolibrary.org/obo/DHBA_146034848,superior parietal sulcus
http://purl.obolibrary.org/obo/HBA_4108,"supramarginal gyrus, right"
http://purl.obolibrary.org/obo/DHBA_11165,layer II of area 17
http://purl.obolibrary.org/obo/DHBA_13086,MZ in parainsular temporal cortex
