o,s,olabel,slabel,user_olabel,user_slabel
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_677,http://purl.obolibrary.org/obo/MBA_1106
UBERON:0019286,UBERON:0002616,rhombomere 11,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17596,http://purl.obolibrary.org/obo/DMBA_17620
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17596,http://purl.obolibrary.org/obo/DMBA_17620
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17698,http://purl.obolibrary.org/obo/DMBA_17708
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17721,http://purl.obolibrary.org/obo/DMBA_17723
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16270,http://purl.obolibrary.org/obo/DMBA_16271
UBERON:0035900,UBERON:0002616,posteromedial visual area,regional part of brain,http://purl.obolibrary.org/obo/MBA_533,http://purl.obolibrary.org/obo/MBA_41
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_533,http://purl.obolibrary.org/obo/MBA_41
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220714,http://purl.obolibrary.org/obo/DMBA_17162
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_879,http://purl.obolibrary.org/obo/MBA_274
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651898,http://purl.obolibrary.org/obo/DMBA_126651910
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651730,http://purl.obolibrary.org/obo/DMBA_126651734
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16325,http://purl.obolibrary.org/obo/DMBA_16330
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_112892409,http://purl.obolibrary.org/obo/DMBA_112892413
UBERON:0002616,UBERON:0002289,regional part of brain,midbrain cerebral aqueduct,http://purl.obolibrary.org/obo/DMBA_126651558,http://purl.obolibrary.org/obo/DMBA_126651722
UBERON:0002616,UBERON:0003007,regional part of brain,lateral parabrachial nucleus,http://purl.obolibrary.org/obo/DMBA_16851,http://purl.obolibrary.org/obo/DMBA_16852
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17375,http://purl.obolibrary.org/obo/DMBA_111220828
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16257,http://purl.obolibrary.org/obo/DMBA_16258
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220910,http://purl.obolibrary.org/obo/DMBA_17561
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17392,http://purl.obolibrary.org/obo/DMBA_17397
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_863,http://purl.obolibrary.org/obo/MBA_397
UBERON:0002714,UBERON:0002616,rubrospinal tract,regional part of brain,http://purl.obolibrary.org/obo/MBA_863,http://purl.obolibrary.org/obo/MBA_397
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15898,http://purl.obolibrary.org/obo/DMBA_15899
UBERON:0035912,UBERON:0002616,rostrolateral visual area,regional part of brain,http://purl.obolibrary.org/obo/MBA_417,http://purl.obolibrary.org/obo/MBA_312782624
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_417,http://purl.obolibrary.org/obo/MBA_312782624
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17033,http://purl.obolibrary.org/obo/DMBA_111220656
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16887,http://purl.obolibrary.org/obo/DMBA_16889
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_480149314,http://purl.obolibrary.org/obo/MBA_480149334
UBERON:0002436,UBERON:0035906,primary visual cortex,"primary visual area, layer 5",http://purl.obolibrary.org/obo/MBA_385,http://purl.obolibrary.org/obo/MBA_778
UBERON:0002616,UBERON:0035906,regional part of brain,"primary visual area, layer 5",http://purl.obolibrary.org/obo/MBA_385,http://purl.obolibrary.org/obo/MBA_778
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15777,http://purl.obolibrary.org/obo/DMBA_15780
UBERON:0002616,UBERON:0002718,regional part of brain,solitary tract,http://purl.obolibrary.org/obo/DMBA_17735,http://purl.obolibrary.org/obo/DMBA_17796
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_993,http://purl.obolibrary.org/obo/MBA_767
UBERON:0016634,UBERON:0002616,premotor cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_993,http://purl.obolibrary.org/obo/MBA_767
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16822,http://purl.obolibrary.org/obo/DMBA_16823
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15845,http://purl.obolibrary.org/obo/DMBA_15850
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16433,http://purl.obolibrary.org/obo/DMBA_16434
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17056,http://purl.obolibrary.org/obo/DMBA_17057
UBERON:0035895,UBERON:0002616,lateral visual area,regional part of brain,http://purl.obolibrary.org/obo/MBA_409,http://purl.obolibrary.org/obo/MBA_573
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_409,http://purl.obolibrary.org/obo/MBA_573
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16131,http://purl.obolibrary.org/obo/DMBA_16135
UBERON:0003881,UBERON:0002616,CA1 field of hippocampus,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16131,http://purl.obolibrary.org/obo/DMBA_16135
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17025,http://purl.obolibrary.org/obo/DMBA_17026
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_824,http://purl.obolibrary.org/obo/MBA_341
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_348,http://purl.obolibrary.org/obo/MBA_165
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16270,http://purl.obolibrary.org/obo/DMBA_16272
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_294,http://purl.obolibrary.org/obo/MBA_42
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220718,http://purl.obolibrary.org/obo/DMBA_17163
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17416,http://purl.obolibrary.org/obo/DMBA_17437
UBERON:0005527,UBERON:0002616,rhombomere 8,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17416,http://purl.obolibrary.org/obo/DMBA_17437
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16382,http://purl.obolibrary.org/obo/DMBA_16383
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17440,http://purl.obolibrary.org/obo/DMBA_17445
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17268,http://purl.obolibrary.org/obo/DMBA_17269
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220564,http://purl.obolibrary.org/obo/DMBA_111220570
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17565,http://purl.obolibrary.org/obo/DMBA_17570
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15932,http://purl.obolibrary.org/obo/DMBA_15935
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16924,http://purl.obolibrary.org/obo/DMBA_16925
UBERON:0001944,UBERON:0002616,pretectal region,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16510,http://purl.obolibrary.org/obo/DMBA_16519
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16510,http://purl.obolibrary.org/obo/DMBA_16519
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16627,http://purl.obolibrary.org/obo/DMBA_16628
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126651642,http://purl.obolibrary.org/obo/DMBA_126651650
UBERON:0002616,UBERON:0002788,regional part of brain,anterior nuclear group,http://purl.obolibrary.org/obo/MBA_856,http://purl.obolibrary.org/obo/MBA_239
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1089,http://purl.obolibrary.org/obo/MBA_822
UBERON:0002421,UBERON:0002616,hippocampal formation,regional part of brain,http://purl.obolibrary.org/obo/MBA_1089,http://purl.obolibrary.org/obo/MBA_822
UBERON:0004727,UBERON:0002616,cochlear nerve,regional part of brain,http://purl.obolibrary.org/obo/MBA_948,http://purl.obolibrary.org/obo/MBA_658
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_948,http://purl.obolibrary.org/obo/MBA_658
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16752,http://purl.obolibrary.org/obo/DMBA_16753
UBERON:0002707,UBERON:0002616,corticospinal tract,regional part of brain,http://purl.obolibrary.org/obo/MBA_784,http://purl.obolibrary.org/obo/MBA_1036
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_784,http://purl.obolibrary.org/obo/MBA_1036
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_768,http://purl.obolibrary.org/obo/MBA_892
UBERON:0002616,UBERON:0014602,regional part of brain,paraventricular nucleus of the hypothalamus descending division,http://purl.obolibrary.org/obo/MBA_467,http://purl.obolibrary.org/obo/MBA_63
UBERON:0002272,UBERON:0014602,medial zone of hypothalamus,paraventricular nucleus of the hypothalamus descending division,http://purl.obolibrary.org/obo/MBA_467,http://purl.obolibrary.org/obo/MBA_63
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15725,http://purl.obolibrary.org/obo/DMBA_15726
UBERON:0035895,UBERON:0002616,lateral visual area,regional part of brain,http://purl.obolibrary.org/obo/MBA_409,http://purl.obolibrary.org/obo/MBA_613
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_409,http://purl.obolibrary.org/obo/MBA_613
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16356,http://purl.obolibrary.org/obo/DMBA_16357
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17620,http://purl.obolibrary.org/obo/DMBA_17621
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_386,http://purl.obolibrary.org/obo/MBA_437
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16200,http://purl.obolibrary.org/obo/DMBA_16202
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16021,http://purl.obolibrary.org/obo/DMBA_16026
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15818,http://purl.obolibrary.org/obo/DMBA_15851
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126652042,http://purl.obolibrary.org/obo/DMBA_126652058
UBERON:0002291,UBERON:0002616,central canal of spinal cord,regional part of brain,http://purl.obolibrary.org/obo/DMBA_126652042,http://purl.obolibrary.org/obo/DMBA_126652058
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_814,http://purl.obolibrary.org/obo/MBA_496
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17712,http://purl.obolibrary.org/obo/DMBA_17724
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16114,http://purl.obolibrary.org/obo/DMBA_16163
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15792,http://purl.obolibrary.org/obo/DMBA_15793
UBERON:0002616,UBERON:0001878,regional part of brain,septofimbrial nucleus,http://purl.obolibrary.org/obo/DMBA_15777,http://purl.obolibrary.org/obo/DMBA_15780
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17478,http://purl.obolibrary.org/obo/DMBA_111220866
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15895,http://purl.obolibrary.org/obo/DMBA_15896
UBERON:0002435,UBERON:0002616,striatum,regional part of brain,http://purl.obolibrary.org/obo/MBA_477,http://purl.obolibrary.org/obo/MBA_275
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_477,http://purl.obolibrary.org/obo/MBA_275
UBERON:0002616,UBERON:0013531,regional part of brain,retrosplenial region,http://purl.obolibrary.org/obo/MBA_315,http://purl.obolibrary.org/obo/MBA_254
UBERON:0001950,UBERON:0013531,neocortex,retrosplenial region,http://purl.obolibrary.org/obo/MBA_315,http://purl.obolibrary.org/obo/MBA_254
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16247,http://purl.obolibrary.org/obo/DMBA_16259
UBERON:0002616,UBERON:0035973,regional part of brain,nucleus incertus,http://purl.obolibrary.org/obo/MBA_1117,http://purl.obolibrary.org/obo/MBA_604
UBERON:0019285,UBERON:0002616,rhombomere 10,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17538,http://purl.obolibrary.org/obo/DMBA_17562
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17538,http://purl.obolibrary.org/obo/DMBA_17562
UBERON:0005582,UBERON:0002616,rhombomere 6 floor plate,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17351,http://purl.obolibrary.org/obo/DMBA_112892375
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17351,http://purl.obolibrary.org/obo/DMBA_112892375
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17397,http://purl.obolibrary.org/obo/DMBA_17398
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1132,http://purl.obolibrary.org/obo/MBA_398
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_312782574,http://purl.obolibrary.org/obo/MBA_312782598
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16819,http://purl.obolibrary.org/obo/DMBA_16820
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1040,http://purl.obolibrary.org/obo/MBA_1103
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16643,http://purl.obolibrary.org/obo/DMBA_16644
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_760,http://purl.obolibrary.org/obo/MBA_309
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15930,http://purl.obolibrary.org/obo/DMBA_15936
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16925,http://purl.obolibrary.org/obo/DMBA_16926
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16627,http://purl.obolibrary.org/obo/DMBA_16629
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_991,http://purl.obolibrary.org/obo/MBA_768
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_104,http://purl.obolibrary.org/obo/MBA_783
UBERON:0002616,UBERON:0002685,regional part of brain,anteroventral nucleus of thalamus,http://purl.obolibrary.org/obo/DMBA_16419,http://purl.obolibrary.org/obo/DMBA_16421
UBERON:0002616,UBERON:0003881,regional part of brain,CA1 field of hippocampus,http://purl.obolibrary.org/obo/DMBA_16130,http://purl.obolibrary.org/obo/DMBA_16131
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16889,http://purl.obolibrary.org/obo/DMBA_16890
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16433,http://purl.obolibrary.org/obo/DMBA_16435
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17525,http://purl.obolibrary.org/obo/DMBA_17529
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16481,http://purl.obolibrary.org/obo/DMBA_16482
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1117,http://purl.obolibrary.org/obo/MBA_147
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16200,http://purl.obolibrary.org/obo/DMBA_16203
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16021,http://purl.obolibrary.org/obo/DMBA_16027
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_987,http://purl.obolibrary.org/obo/MBA_574
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16130,http://purl.obolibrary.org/obo/DMBA_16136
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17026,http://purl.obolibrary.org/obo/DMBA_17027
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_835,http://purl.obolibrary.org/obo/MBA_342
UBERON:0002778,UBERON:0002616,ventral pallidum,regional part of brain,http://purl.obolibrary.org/obo/MBA_835,http://purl.obolibrary.org/obo/MBA_342
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_824,http://purl.obolibrary.org/obo/MBA_166
UBERON:0002616,UBERON:0000941,regional part of brain,cranial nerve II,http://purl.obolibrary.org/obo/MBA_967,http://purl.obolibrary.org/obo/MBA_848
UBERON:0001785,UBERON:0000941,cranial nerve,cranial nerve II,http://purl.obolibrary.org/obo/MBA_967,http://purl.obolibrary.org/obo/MBA_848
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16270,http://purl.obolibrary.org/obo/DMBA_16273
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1040,http://purl.obolibrary.org/obo/MBA_43
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17158,http://purl.obolibrary.org/obo/DMBA_17164
UBERON:0002616,UBERON:0015703,regional part of brain,rostrum of corpus callosum,http://purl.obolibrary.org/obo/MBA_776,http://purl.obolibrary.org/obo/MBA_979
UBERON:0002336,UBERON:0015703,corpus callosum,rostrum of corpus callosum,http://purl.obolibrary.org/obo/MBA_776,http://purl.obolibrary.org/obo/MBA_979
UBERON:0002616,UBERON:0002138,regional part of brain,habenulo-interpeduncular tract,http://purl.obolibrary.org/obo/DMBA_17735,http://purl.obolibrary.org/obo/DMBA_17790
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17250,http://purl.obolibrary.org/obo/DMBA_17266
UBERON:0002616,UBERON:0001880,regional part of brain,bed nucleus of stria terminalis,http://purl.obolibrary.org/obo/MBA_809,http://purl.obolibrary.org/obo/MBA_351
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15904,http://purl.obolibrary.org/obo/DMBA_15917
UBERON:0014913,UBERON:0002616,ventral pallium,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15904,http://purl.obolibrary.org/obo/DMBA_15917
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_848,http://purl.obolibrary.org/obo/MBA_117
UBERON:0000941,UBERON:0002616,cranial nerve II,regional part of brain,http://purl.obolibrary.org/obo/MBA_848,http://purl.obolibrary.org/obo/MBA_117
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16383,http://purl.obolibrary.org/obo/DMBA_16384
UBERON:0001944,UBERON:0002616,pretectal region,regional part of brain,http://purl.obolibrary.org/obo/MBA_1100,http://purl.obolibrary.org/obo/MBA_628
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_1100,http://purl.obolibrary.org/obo/MBA_628
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_111220788,http://purl.obolibrary.org/obo/DMBA_17301
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_799,http://purl.obolibrary.org/obo/MBA_823
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_879,http://purl.obolibrary.org/obo/MBA_434
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15722,http://purl.obolibrary.org/obo/DMBA_15723
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16752,http://purl.obolibrary.org/obo/DMBA_16754
UBERON:0022230,UBERON:0002616,retrohippocampal region,regional part of brain,http://purl.obolibrary.org/obo/MBA_822,http://purl.obolibrary.org/obo/MBA_1037
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_822,http://purl.obolibrary.org/obo/MBA_1037
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16780,http://purl.obolibrary.org/obo/DMBA_16781
UBERON:0009050,UBERON:0002616,nucleus of solitary tract,regional part of brain,http://purl.obolibrary.org/obo/MBA_651,http://purl.obolibrary.org/obo/MBA_659
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_651,http://purl.obolibrary.org/obo/MBA_659
UBERON:0002616,UBERON:0007634,regional part of brain,parabrachial nucleus,http://purl.obolibrary.org/obo/DMBA_16843,http://purl.obolibrary.org/obo/DMBA_16844
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16007,http://purl.obolibrary.org/obo/DMBA_16008
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17574,http://purl.obolibrary.org/obo/DMBA_17575
UBERON:0002616,UBERON:0002044,regional part of brain,ventral nucleus of posterior commissure,http://purl.obolibrary.org/obo/DMBA_16627,http://purl.obolibrary.org/obo/DMBA_16629
UBERON:0002616,UBERON:0002876,regional part of brain,nucleus intercalatus,http://purl.obolibrary.org/obo/DMBA_16338,http://purl.obolibrary.org/obo/DMBA_16339
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16355,http://purl.obolibrary.org/obo/DMBA_16358
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_378,http://purl.obolibrary.org/obo/MBA_893
UBERON:0008934,UBERON:0002616,secondary somatosensory cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_378,http://purl.obolibrary.org/obo/MBA_893
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17182,http://purl.obolibrary.org/obo/DMBA_111220738
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16001,http://purl.obolibrary.org/obo/DMBA_16093
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17159,http://purl.obolibrary.org/obo/DMBA_17160
UBERON:0008933,UBERON:0002616,primary somatosensory cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_322,http://purl.obolibrary.org/obo/MBA_182305689
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_322,http://purl.obolibrary.org/obo/MBA_182305689
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16559,http://purl.obolibrary.org/obo/DMBA_16560
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_141,http://purl.obolibrary.org/obo/MBA_272
UBERON:0000411,UBERON:0002616,visual cortex,regional part of brain,http://purl.obolibrary.org/obo/MBA_669,http://purl.obolibrary.org/obo/MBA_497
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/MBA_669,http://purl.obolibrary.org/obo/MBA_497
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_17253,http://purl.obolibrary.org/obo/DMBA_17258
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16163,http://purl.obolibrary.org/obo/DMBA_16164
UBERON:0002191,UBERON:0002616,subiculum,regional part of brain,http://purl.obolibrary.org/obo/DMBA_16163,http://purl.obolibrary.org/obo/DMBA_16164
UBERON:0002616,UBERON:0002616,regional part of brain,regional part of brain,http://purl.obolibrary.org/obo/DMBA_15792,http://purl.obolibrary.org/obo/DMBA_15794
