?supname	?sup	?subname	?sub	?inferred
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in caudal perirhinal cortex"	<http://purl.obolibrary.org/obo/DHBA_13214>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"comb fibers"	<http://purl.obolibrary.org/obo/DHBA_13215>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supraoptic dicussation"	<http://purl.obolibrary.org/obo/DHBA_13216>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"rostral (common) portion of calcarine fissure"	<http://purl.obolibrary.org/obo/DHBA_13217>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"caudal portion of calcarine fissure"	<http://purl.obolibrary.org/obo/DHBA_13218>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior ramus of caudal calcarine fissure"	<http://purl.obolibrary.org/obo/DHBA_13219>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior ramus of caudal calcarine fissure"	<http://purl.obolibrary.org/obo/DHBA_13220>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial orbital sulcus"	<http://purl.obolibrary.org/obo/DHBA_13221>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateral orbital sulcus"	<http://purl.obolibrary.org/obo/DHBA_13222>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial temporopolar sulcus"	<http://purl.obolibrary.org/obo/DHBA_13224>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateral temporopolar sulcus"	<http://purl.obolibrary.org/obo/DHBA_13225>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"endorhinal sulcus"	<http://purl.obolibrary.org/obo/DHBA_13226>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"rostral (anterior) transverse temporal gyrus"	<http://purl.obolibrary.org/obo/DHBA_13231>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"caudal (posterior) transverse temporal gyrus"	<http://purl.obolibrary.org/obo/DHBA_13232>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"Retzius' gyrus"	<http://purl.obolibrary.org/obo/DHBA_13233>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"habenular triangle"	<http://purl.obolibrary.org/obo/DHBA_13234>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supratrochlear nucleus"	<http://purl.obolibrary.org/obo/DHBA_13235>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateral terminal nucleus of accessory optic tract"	<http://purl.obolibrary.org/obo/DHBA_13236>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in parasubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13273>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in rostral presubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13274>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in caudal presubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13275>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in agranular insular cortex"	<http://purl.obolibrary.org/obo/DHBA_13276>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SG in piriform cortex"	<http://purl.obolibrary.org/obo/DHBA_13277>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in parasubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13278>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MZ in agranular insular cortex"	<http://purl.obolibrary.org/obo/DHBA_13279>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in parasubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13280>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in agranular insular cortex"	<http://purl.obolibrary.org/obo/DHBA_13281>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer CP in agranular insular cortex"	<http://purl.obolibrary.org/obo/DHBA_13282>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner CP in agranular insular cortex"	<http://purl.obolibrary.org/obo/DHBA_13283>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"CP in piriform cortex"	<http://purl.obolibrary.org/obo/DHBA_13284>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in parasubicular cortex"	<http://purl.obolibrary.org/obo/DHBA_13285>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in agranular insular cortex"	<http://purl.obolibrary.org/obo/DHBA_13286>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SP in piriform cortex"	<http://purl.obolibrary.org/obo/DHBA_13287>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SZ in subgenual cingulate cortex"	<http://purl.obolibrary.org/obo/DHBA_13288>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer VZ in dorsolateral prefrontal cortex"	<http://purl.obolibrary.org/obo/DHBA_13289>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner VZ in dorsolateral prefrontal cortex"	<http://purl.obolibrary.org/obo/DHBA_13290>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer VZ in posteror frontal cortex (motor cortex)"	<http://purl.obolibrary.org/obo/DHBA_13291>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner VZ in posteror frontal cortex (motor cortex)"	<http://purl.obolibrary.org/obo/DHBA_13292>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer VZ in primary somatosensory cortex"	<http://purl.obolibrary.org/obo/DHBA_13293>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner VZ in primary somatosensory cortex"	<http://purl.obolibrary.org/obo/DHBA_13294>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer VZ in posteroinferior (ventral) parietal cortex"	<http://purl.obolibrary.org/obo/DHBA_13295>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner VZ in posteroinferior (ventral) parietal cortex"	<http://purl.obolibrary.org/obo/DHBA_13296>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer VZ in inferolateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13297>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner VZ in inferolateral temporal cortex"	<http://purl.obolibrary.org/obo/DHBA_13298>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer VZ in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13299>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner VZ in caudal midinferior temporal cortex (area TF)"	<http://purl.obolibrary.org/obo/DHBA_13300>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer VZ in posterior parahippocampal cortex"	<http://purl.obolibrary.org/obo/DHBA_13301>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner VZ in posterior parahippocampal cortex"	<http://purl.obolibrary.org/obo/DHBA_13302>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer VZ in primary visual cortex"	<http://purl.obolibrary.org/obo/DHBA_13303>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner VZ in primary visual cortex"	<http://purl.obolibrary.org/obo/DHBA_13304>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"LGE-VZ border region"	<http://purl.obolibrary.org/obo/DHBA_13305>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer portion of lateral ganglionic eminence"	<http://purl.obolibrary.org/obo/DHBA_13306>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner portion of lateral ganglionic eminence"	<http://purl.obolibrary.org/obo/DHBA_13307>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"MGE-Lateral region"	<http://purl.obolibrary.org/obo/DHBA_13308>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer portion of medial ganglionic eminence"	<http://purl.obolibrary.org/obo/DHBA_13309>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner portion of medial ganglionic eminence"	<http://purl.obolibrary.org/obo/DHBA_13310>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"outer portion of caudal ganglionic eminence"	<http://purl.obolibrary.org/obo/DHBA_13311>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner portion of caudal ganglionic eminence"	<http://purl.obolibrary.org/obo/DHBA_13312>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in septal region"	<http://purl.obolibrary.org/obo/DHBA_13313>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ in subcallosal region"	<http://purl.obolibrary.org/obo/DHBA_13314>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ part of RMSv"	<http://purl.obolibrary.org/obo/DHBA_13315>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"GE part of RMSv"	<http://purl.obolibrary.org/obo/DHBA_13316>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SZ part of RMSv"	<http://purl.obolibrary.org/obo/DHBA_13317>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"VZ part of RMSh"	<http://purl.obolibrary.org/obo/DHBA_13318>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"GE part of RMSh"	<http://purl.obolibrary.org/obo/DHBA_13319>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"SZ part of RMSh"	<http://purl.obolibrary.org/obo/DHBA_13320>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"transient cell zone in extreme capsule"	<http://purl.obolibrary.org/obo/DHBA_13321>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"dorsolateral temporal neocortex"	<http://purl.obolibrary.org/obo/DHBA_13322>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"retroinsular cortex"	<http://purl.obolibrary.org/obo/DHBA_13323>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventrolateral temporal neocortex"	<http://purl.obolibrary.org/obo/DHBA_13324>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"marginal layer of SuS"	<http://purl.obolibrary.org/obo/DHBA_13326>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"principal layer of SuS"	<http://purl.obolibrary.org/obo/DHBA_13327>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"marginal layer of IG"	<http://purl.obolibrary.org/obo/DHBA_13328>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"principal layer of IG"	<http://purl.obolibrary.org/obo/DHBA_13329>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supra-amygdaloid area"	<http://purl.obolibrary.org/obo/DHBA_13330>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"central dorsal nucleus of thalamus"	<http://purl.obolibrary.org/obo/DHBA_13331>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial portion of STH"	<http://purl.obolibrary.org/obo/DHBA_13332>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"laterodorsal portion of STH"	<http://purl.obolibrary.org/obo/DHBA_13333>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateroventral portion of STH"	<http://purl.obolibrary.org/obo/DHBA_13334>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"accessory secretory cells of lateral hypothalamus"	<http://purl.obolibrary.org/obo/DHBA_13337>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"external portion of median eminence"	<http://purl.obolibrary.org/obo/DHBA_13339>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"internal portion of median eminence"	<http://purl.obolibrary.org/obo/DHBA_13340>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"upper limiting sulcus"	<http://purl.obolibrary.org/obo/DHBA_13341>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lower limiting sulcus"	<http://purl.obolibrary.org/obo/DHBA_13342>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral sulcus of insula"	<http://purl.obolibrary.org/obo/DHBA_13343>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral sulcus of insula"	<http://purl.obolibrary.org/obo/DHBA_13344>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"transient zones of cerebellar cortex"	<http://purl.obolibrary.org/obo/DHBA_13345>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"transient zones of cerebellar vermis"	<http://purl.obolibrary.org/obo/DHBA_13346>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"external granular (germinal) zone of the vermis"	<http://purl.obolibrary.org/obo/DHBA_13347>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"marginal zone of the vermis"	<http://purl.obolibrary.org/obo/DHBA_13348>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"Purkinje cell zone of the vermis"	<http://purl.obolibrary.org/obo/DHBA_13349>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner granular cell zone of the vermis"	<http://purl.obolibrary.org/obo/DHBA_13350>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial (cell dense) portion of VeTi"	<http://purl.obolibrary.org/obo/DHBA_13351>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"deep (cell loose) portion of VeTi"	<http://purl.obolibrary.org/obo/DHBA_13352>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular (germinal) zone of the vermis"	<http://purl.obolibrary.org/obo/DHBA_13353>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"transient zones of cerebellar paravermis"	<http://purl.obolibrary.org/obo/DHBA_13354>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"external granular (germinal) zone of the paravermis"	<http://purl.obolibrary.org/obo/DHBA_13355>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"marginal zone of the paravermis"	<http://purl.obolibrary.org/obo/DHBA_13356>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"Purkinje cell zone of the paravermis"	<http://purl.obolibrary.org/obo/DHBA_13357>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner granular cell zone of the paravermis"	<http://purl.obolibrary.org/obo/DHBA_13358>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial (cell dense) portion of PRVTi"	<http://purl.obolibrary.org/obo/DHBA_13359>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"deep (cell loose) portion of PRVTi"	<http://purl.obolibrary.org/obo/DHBA_13360>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular (germinal) zone of the paravermis"	<http://purl.obolibrary.org/obo/DHBA_13361>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"transient zones of cerebellar lateral hemisphere"	<http://purl.obolibrary.org/obo/DHBA_13362>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"external granular (germinal) zone of lateral hemisphere"	<http://purl.obolibrary.org/obo/DHBA_13363>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"marginal zone of lateral hemisphere"	<http://purl.obolibrary.org/obo/DHBA_13364>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"Purkinje cell zone of lateral hemisphere"	<http://purl.obolibrary.org/obo/DHBA_13365>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inner granular cell zone of lateral hemisphere"	<http://purl.obolibrary.org/obo/DHBA_13366>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superficial (cell dense) portion of CbLTi"	<http://purl.obolibrary.org/obo/DHBA_13367>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"deep (cell loose) portionof CbLTi"	<http://purl.obolibrary.org/obo/DHBA_13368>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventricular (germinal) zone of lateral hemisphere"	<http://purl.obolibrary.org/obo/DHBA_13369>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"transient zones of cerebellar flocculus"	<http://purl.obolibrary.org/obo/DHBA_13370>	"true"
