?supname	?sup	?subname	?sub	?inferred
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ponto-cerebellar tract, left"	<http://purl.obolibrary.org/obo/HBA_265505474>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ponto-cerebellar tract, right"	<http://purl.obolibrary.org/obo/HBA_265505478>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"decussation of the superior cerebellar peduncle"	<http://purl.obolibrary.org/obo/HBA_265505482>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"cortico-pontine fibers"	<http://purl.obolibrary.org/obo/HBA_265505490>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"cortico-pontine fibers, left"	<http://purl.obolibrary.org/obo/HBA_265505494>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"cortico-pontine fibers, right"	<http://purl.obolibrary.org/obo/HBA_265505498>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"longitudinal fasciculus of the pons"	<http://purl.obolibrary.org/obo/HBA_265505502>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"longitudinal fasciculus of the pons, left"	<http://purl.obolibrary.org/obo/HBA_265505506>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"longitudinal fasciculus of the pons, right"	<http://purl.obolibrary.org/obo/HBA_265505510>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateral olfactory tract, right"	<http://purl.obolibrary.org/obo/HBA_265505522>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial olfactory tract, right"	<http://purl.obolibrary.org/obo/HBA_265505526>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supraoptic dicussation, left"	<http://purl.obolibrary.org/obo/HBA_265505530>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supraoptic dicussation, right"	<http://purl.obolibrary.org/obo/HBA_265505534>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"amiculum of the olive, left"	<http://purl.obolibrary.org/obo/HBA_265505542>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"amiculum of the olive, right"	<http://purl.obolibrary.org/obo/HBA_265505546>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"cuneate fasciculus"	<http://purl.obolibrary.org/obo/HBA_265505550>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"cuneate fasciculus, left"	<http://purl.obolibrary.org/obo/HBA_265505554>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"cuneate fasciculus, right"	<http://purl.obolibrary.org/obo/HBA_265505558>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"corticobulbar tract, hindbrain portion"	<http://purl.obolibrary.org/obo/HBA_265505562>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"corticobulbar tract, hindbrain portion, left"	<http://purl.obolibrary.org/obo/HBA_265505566>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"corticobulbar tract, hindbrain portion, right"	<http://purl.obolibrary.org/obo/HBA_265505570>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"corticospinal tract"	<http://purl.obolibrary.org/obo/HBA_265505574>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"corticospinal tract, left"	<http://purl.obolibrary.org/obo/HBA_265505578>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"corticospinal tract, right"	<http://purl.obolibrary.org/obo/HBA_265505582>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"gracile fasciculus"	<http://purl.obolibrary.org/obo/HBA_265505586>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"gracile fasciculus, left"	<http://purl.obolibrary.org/obo/HBA_265505590>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"gracile fasciculus, right"	<http://purl.obolibrary.org/obo/HBA_265505594>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"hilus of the inferior olive"	<http://purl.obolibrary.org/obo/HBA_265505598>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"hilus of the inferior olive, left"	<http://purl.obolibrary.org/obo/HBA_265505602>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"hilus of the inferior olive, right"	<http://purl.obolibrary.org/obo/HBA_265505606>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"internal arcuate fibers"	<http://purl.obolibrary.org/obo/HBA_265505610>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"internal arcuate fibers, left"	<http://purl.obolibrary.org/obo/HBA_265505614>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"internal arcuate fibers, right"	<http://purl.obolibrary.org/obo/HBA_265505618>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"decussation of medial lemniscus"	<http://purl.obolibrary.org/obo/HBA_265505622>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"solitary tract"	<http://purl.obolibrary.org/obo/HBA_265505626>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"solitary tract, left"	<http://purl.obolibrary.org/obo/HBA_265505630>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"solitary tract, right"	<http://purl.obolibrary.org/obo/HBA_265505634>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"spinal lemniscus in hindbrain"	<http://purl.obolibrary.org/obo/HBA_265505638>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"spinal lemniscus in hindbrain, left"	<http://purl.obolibrary.org/obo/HBA_265505642>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"spinal lemniscus in hindbrain, right"	<http://purl.obolibrary.org/obo/HBA_265505646>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"spinal trigeminal tract"	<http://purl.obolibrary.org/obo/HBA_265505650>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"spinal trigeminal tract, left"	<http://purl.obolibrary.org/obo/HBA_265505654>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"spinal trigeminal tract, right"	<http://purl.obolibrary.org/obo/HBA_265505658>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"tectospinal tract"	<http://purl.obolibrary.org/obo/HBA_265505662>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"tectospinal tract, left"	<http://purl.obolibrary.org/obo/HBA_265505666>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"tectospinal tract, right"	<http://purl.obolibrary.org/obo/HBA_265505670>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventral tegmental tract"	<http://purl.obolibrary.org/obo/HBA_265505674>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventral tegmental tract, left"	<http://purl.obolibrary.org/obo/HBA_265505678>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"ventral tegmental tract, right"	<http://purl.obolibrary.org/obo/HBA_265505682>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"vestibulomesencephalic tract"	<http://purl.obolibrary.org/obo/HBA_265505686>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"vestibulomesencephalic tract, left"	<http://purl.obolibrary.org/obo/HBA_265505690>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"vestibulomesencephalic tract, right"	<http://purl.obolibrary.org/obo/HBA_265505694>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"myelencephalic spaces"	<http://purl.obolibrary.org/obo/HBA_265505698>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"septum pallucidum"	<http://purl.obolibrary.org/obo/HBA_265505706>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"pontine gamma nucleus"	<http://purl.obolibrary.org/obo/HBA_272788859>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"pontine gamma nucleus, left"	<http://purl.obolibrary.org/obo/HBA_272788863>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"pontine gamma nucleus, right"	<http://purl.obolibrary.org/obo/HBA_272788867>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"gray matter"	<http://purl.obolibrary.org/obo/HBA_4006>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"frontal lobe"	<http://purl.obolibrary.org/obo/HBA_4009>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral gyrus"	<http://purl.obolibrary.org/obo/HBA_4010>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4011>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral gyrus, left, bank of the precentral sulcus"	<http://purl.obolibrary.org/obo/HBA_4012>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral gyrus, left, superior lateral aspect of gyrus"	<http://purl.obolibrary.org/obo/HBA_4013>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral gyrus, left, inferior lateral aspect of gyrus"	<http://purl.obolibrary.org/obo/HBA_4014>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral gyrus, left, bank of the central sulcus"	<http://purl.obolibrary.org/obo/HBA_4015>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4016>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral gyrus, right, bank of the precentral sulcus"	<http://purl.obolibrary.org/obo/HBA_4017>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral gyrus, right, superior lateral aspect of gyrus"	<http://purl.obolibrary.org/obo/HBA_4018>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral gyrus, right, inferior lateral aspect of gyrus"	<http://purl.obolibrary.org/obo/HBA_4019>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precentral gyrus, right, bank of the central sulcus"	<http://purl.obolibrary.org/obo/HBA_4020>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior frontal gyrus"	<http://purl.obolibrary.org/obo/HBA_4021>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior frontal gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4022>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior frontal gyrus, left, medial bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4023>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior frontal gyrus, left, lateral bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4024>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior frontal gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4025>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior frontal gyrus, right, medial bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4026>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior frontal gyrus, right, lateral bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4027>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"middle frontal gyrus"	<http://purl.obolibrary.org/obo/HBA_4028>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"middle frontal gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4029>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"middle frontal gyrus, left, superior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4030>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"middle frontal gyrus, left, inferior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4031>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"middle frontal gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4032>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"middle frontal gyrus, right, superior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4033>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"middle frontal gyrus, right, inferior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4034>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus"	<http://purl.obolibrary.org/obo/HBA_4035>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4036>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4037>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus, triangular part"	<http://purl.obolibrary.org/obo/HBA_4038>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus, triangular part, left"	<http://purl.obolibrary.org/obo/HBA_4039>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus, triangular part, right"	<http://purl.obolibrary.org/obo/HBA_4040>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus, opercular part"	<http://purl.obolibrary.org/obo/HBA_4041>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus, opercular part, left"	<http://purl.obolibrary.org/obo/HBA_4042>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus, opercular part, right"	<http://purl.obolibrary.org/obo/HBA_4043>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus, orbital part"	<http://purl.obolibrary.org/obo/HBA_4044>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus, orbital part, left"	<http://purl.obolibrary.org/obo/HBA_4045>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior frontal gyrus, orbital part, right"	<http://purl.obolibrary.org/obo/HBA_4046>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"gyrus rectus"	<http://purl.obolibrary.org/obo/HBA_4047>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"gyrus rectus, left"	<http://purl.obolibrary.org/obo/HBA_4048>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"gyrus rectus, right"	<http://purl.obolibrary.org/obo/HBA_4049>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial orbital gyrus"	<http://purl.obolibrary.org/obo/HBA_4050>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial orbital gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4051>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"medial orbital gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4052>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"anterior orbital gyrus"	<http://purl.obolibrary.org/obo/HBA_4053>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"anterior orbital gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4054>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"anterior orbital gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4055>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"posterior orbital gyrus"	<http://purl.obolibrary.org/obo/HBA_4056>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"posterior orbital gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4057>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"posterior orbital gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4058>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateral orbital gyrus"	<http://purl.obolibrary.org/obo/HBA_4059>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateral orbital gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4060>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"lateral orbital gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4061>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"subcallosal cingulate gyrus"	<http://purl.obolibrary.org/obo/HBA_4062>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"subcallosal cingulate gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4063>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"subcallosal cingulate gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4064>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"paraterminal gyrus"	<http://purl.obolibrary.org/obo/HBA_4065>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"paraterminal gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4066>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"paraterminal gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4067>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"parolfactory gyri"	<http://purl.obolibrary.org/obo/HBA_4068>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"parolfactory gyri, left"	<http://purl.obolibrary.org/obo/HBA_4069>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"parolfactory gyri, right"	<http://purl.obolibrary.org/obo/HBA_4070>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"paracentral lobule, anterior part, left"	<http://purl.obolibrary.org/obo/HBA_4072>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"paracentral lobule, anterior part, left, superior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4073>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"paracentral lobule, anterior part, left, inferior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4074>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"paracentral lobule, anterior part, right"	<http://purl.obolibrary.org/obo/HBA_4075>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"paracentral lobule, anterior part, right, superior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4076>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"paracentral lobule, anterior part, right, inferior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4077>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"frontal operculum, left"	<http://purl.obolibrary.org/obo/HBA_4079>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"frontal operculum, right"	<http://purl.obolibrary.org/obo/HBA_4080>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"parietal lobe"	<http://purl.obolibrary.org/obo/HBA_4084>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral gyrus"	<http://purl.obolibrary.org/obo/HBA_4085>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4086>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral gyrus, left, bank of the central sulcus"	<http://purl.obolibrary.org/obo/HBA_4087>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral gyrus, left, superior lateral aspect of gyrus"	<http://purl.obolibrary.org/obo/HBA_4088>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral gyrus, left, inferior lateral aspect of gyrus"	<http://purl.obolibrary.org/obo/HBA_4089>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral gyrus, left, bank of the posterior central sulcus"	<http://purl.obolibrary.org/obo/HBA_4090>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4091>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral gyrus, right, bank of the central sulcus"	<http://purl.obolibrary.org/obo/HBA_4092>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral gyrus, right, superior lateral aspect of gyrus"	<http://purl.obolibrary.org/obo/HBA_4093>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral gyrus, right, inferior lateral aspect of gyrus"	<http://purl.obolibrary.org/obo/HBA_4094>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"postcentral gyrus, right, bank of the posterior central sulcus"	<http://purl.obolibrary.org/obo/HBA_4095>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior parietal lobule"	<http://purl.obolibrary.org/obo/HBA_4096>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior parietal lobule, left"	<http://purl.obolibrary.org/obo/HBA_4097>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior parietal lobule, left, superior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4098>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior parietal lobule, left, inferior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4099>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior parietal lobule, right"	<http://purl.obolibrary.org/obo/HBA_4100>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior parietal lobule, right, superior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4101>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"superior parietal lobule, right, inferior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4102>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"inferior parietal lobule"	<http://purl.obolibrary.org/obo/HBA_4103>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supramarginal gyrus"	<http://purl.obolibrary.org/obo/HBA_4104>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supramarginal gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4105>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supramarginal gyrus, left, superior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4106>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supramarginal gyrus, left, inferior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4107>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supramarginal gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4108>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supramarginal gyrus, right, superior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4109>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"supramarginal gyrus, right, inferior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4110>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"angular gyrus"	<http://purl.obolibrary.org/obo/HBA_4111>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"angular gyrus, left"	<http://purl.obolibrary.org/obo/HBA_4112>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"angular gyrus, left, superior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4113>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"angular gyrus, left, inferior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4114>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"angular gyrus, right"	<http://purl.obolibrary.org/obo/HBA_4115>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"angular gyrus, right, superior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4116>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"angular gyrus, right, inferior bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4117>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precuneus"	<http://purl.obolibrary.org/obo/HBA_4118>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precuneus, left"	<http://purl.obolibrary.org/obo/HBA_4119>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precuneus, left, superior lateral bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4120>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precuneus, left, inferior lateral bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4121>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precuneus, right"	<http://purl.obolibrary.org/obo/HBA_4122>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precuneus, right, superior lateral bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4123>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"precuneus, right, inferior lateral bank of gyrus"	<http://purl.obolibrary.org/obo/HBA_4124>	"true"
"regional part of brain"	<http://purl.obolibrary.org/obo/UBERON_0002616>	"paracentral lobule, posterior part, left"	<http://purl.obolibrary.org/obo/HBA_4126>	"true"
